p_exposure,p_automatable,rationale,raw_ok,job_id,model,provider,construct_target
0.99,0.18,Role directly evaluates and governs AI/ML initiatives; judgment-heavy cross-functional consulting makes core tasks hard to automate.,1,f08fa077b16c,gpt-5.4,openai,exposure
0.01,0.42,"Retail sales, customer interaction, contracts, cleaning, and moving merchandise; no AI/data tasks, but some routine work exists.",1,eb1aa6018836,gpt-5.4,openai,exposure
0.03,0.14,"Mechanical engineering R&D co-op on design and experimental systems; little explicit AI, tasks are varied and nonroutine.",1,132cb591f0df,gpt-5.4,openai,exposure
0.96,0.62,"Role directly improves and trains aviation AI; transcription is structured and partly automatable, but domain expertise remains important.",1,8ef7fe7d2eef,gpt-5.4,openai,exposure
0.03,0.18,"Pharma tech-transfer/process-development role; no AI/data-science mentioned, and work is cross-functional, technical, and non-routine.",1,03fea1468365,gpt-5.4,openai,exposure
0.01,0.18,"Phlebotomy is hands-on clinical specimen collection; posting mentions no AI, and core tasks require in-person manual skill.",1,954544af3e2b,gpt-5.4,openai,exposure
0.08,0.24,"Process engineering suggests manufacturing optimization, not explicit AI; work likely mixes analysis and plant-specific judgment, limiting automation.",1,811cfa236423,gpt-5.4,openai,exposure
0.02,0.12,"Direct human care coordination, transport, home visits, and personalized planning; no AI/data-science duties mentioned.",1,5334b496225c,gpt-5.4,openai,exposure
0.03,0.28,"Process engineering, equipment reliability, compliance, and continuous improvement; no explicit AI/data-science work, and tasks require human judgment.",1,4c6468c1974d,gpt-5.4,openai,exposure
0.03,0.46,"Content/growth marketing role; no AI/ML duties mentioned. Some posting and optimization tasks are repetitive, but strategy/creative work limits automation.",1,8e7febc7e4b0,gpt-5.4,openai,exposure
0.14,0.12,"Enterprise solution architecture and sales engineering; mentions technology trends broadly, not AI-specific; core work is consultative, bespoke, and relationship-driven.",1,571c8cf2d1d3,gpt-5.4,openai,exposure
0.98,0.22,"Role directly evaluates and improves AI outputs; expert clinical judgment, fact-checking, and nuanced feedback are not easily automated.",1,2e7673d5aaa2,gpt-5.4,openai,exposure
0.03,0.28,"Clinical sleep-study setup, monitoring, scoring, and documentation use specialized equipment; little AI work, substantial hands-on patient care.",1,cacdccc1a48a,gpt-5.4,openai,exposure
0.18,0.14,"Engineering leadership, assessment, modelling, and design suggest some analytical software use, but core work is complex, project-based, and nonroutine.",1,38f7c63637ea,gpt-5.4,openai,exposure
0.28,0.72,"Automation testing is software QA; posting mentions AI broadly, but role itself appears routine, scriptable, and repetitive.",1,83e66eb7cc36,gpt-5.4,openai,exposure
0.03,0.12,"Process engineering consulting for pharmaceutical sterile fill-finish; technical leadership and client-facing problem solving, not AI-focused or routine.",1,8db2576556b8,gpt-5.4,openai,exposure
0.08,0.28,"ERP development, integrations, troubleshooting, and system optimization are technical but not AI-focused; work is varied, not mostly routine.",1,e351488f0aaf,gpt-5.4,openai,exposure
0.08,0.22,"Maintains and calibrates imaging equipment; technical hands-on field service, not AI-focused, and physical troubleshooting limits automation.",1,95b64d5ae72c,gpt-5.4,openai,exposure
0.02,0.08,"Clinical electrophysiology technologist role; posting mentions no AI/data tasks, and hands-on patient/procedural work is hard to automate.",1,33686a3a7b3e,gpt-5.4,openai,exposure
0.06,0.34,"Evidence maintenance follows SOPs in forensic lab; no explicit AI/ML duties, but some routine coordination tasks are partly automatable.",1,5c52727a5ef4,gpt-5.4,openai,exposure
0.08,0.18,"Field-based scientific liaison role centers on clinician engagement and expertise; posting mentions genetics, not AI or routine automatable tasks.",1,55c07e1ab727,gpt-5.4,openai,exposure
0.03,0.78,"Administrative clerical support, archiving, data entry, and document management; no explicit AI/ML duties, many routine tasks are automatable.",1,2b285b88ce55,gpt-5.4,openai,exposure
0.02,0.12,"Hands-on animal healthcare and training role; no AI/data-science duties mentioned, and physical clinical tasks resist automation.",1,064988f3b009,gpt-5.4,openai,exposure
0.08,0.18,"Scientific troubleshooting, escalations, and cross-functional problem-solving dominate; mentions data analysis but no AI/ML-specific duties.",1,1a060a8ae15a,gpt-5.4,openai,exposure
0.03,0.34,"Quality-system coordination, documentation, training, and process assessment; no explicit AI/data-science work, with substantial human judgment required.",1,7ee2781a5397,gpt-5.4,openai,exposure
0.08,0.18,"Analytical chemistry role using HPLC-MS; data-informed work but no AI/ML mentioned, and core tasks require expert judgment.",1,7c8b9a5c43e3,gpt-5.4,openai,exposure
0.97,0.28,"Role directly evaluates and trains AI models; requires expert judgment on venture topics, limiting full automation.",1,98872f1b5357,gpt-5.4,openai,exposure
0.03,0.42,"Wet-lab purification and regulated troubleshooting dominate; some routine data entry/inventory tasks, but substantial hands-on experimental work resists automation.",1,1c69bded0f54,gpt-5.4,openai,exposure
0.03,0.42,"QA auditing in medical/pharma distribution; no AI/data-science duties mentioned. Some documentation checks are routine, but regulated judgment limits automation.",1,7f43d7b9bcab,gpt-5.4,openai,exposure
0.01,0.08,"Direct support caregiving and behavioral assistance show no AI use; core tasks require human empathy, judgment, and physical presence.",1,3f59589182a9,gpt-5.4,openai,exposure
0.03,0.42,"Sales team leadership and pipeline management; no explicit AI/data-science duties. Some repetitive sales processes, but managerial work resists full automation.",1,c59a6606c269,gpt-5.4,openai,exposure
1.0,0.08,"Role explicitly leads AI research and applied enterprise AI; core work is strategic, creative, and team-building, not routine.",1,aa4a5aee1d4e,gpt-5.4,openai,exposure
0.12,0.34,"Environmental data management and technical troubleshooting with EQuIS; data-focused but no explicit AI/ML, and work appears moderately nonroutine.",1,1e453c0b08e6,gpt-5.4,openai,exposure
0.03,0.18,"Clinical trial support, investigator engagement, and procedural assistance are human-facing; no AI/data-science duties mentioned.",1,010061d499f8,gpt-5.4,openai,exposure
0.01,0.42,"Retail customer service/sales role shows no AI use; some routine tasks exist, but in-person interaction limits automation.",1,e6552728f3d6,gpt-5.4,openai,exposure
0.08,0.62,"Generic QA role; no explicit AI/ML duties. Testing tasks can be structured and partly automated, but still need human judgment.",1,0b941e9d1d43,gpt-5.4,openai,exposure
0.02,0.28,"Entry-level face-to-face sales role; no AI/data tasks mentioned. Human interaction central, though some sales routines are partially automatable.",1,ceebaac32a04,gpt-5.4,openai,exposure
0.03,0.58,"Health information management role suggests records/administrative tasks; posting mentions no AI, analytics, or modeling responsibilities.",1,19da7145ecf3,gpt-5.4,openai,exposure
0.01,0.18,Pharmaceutical sales/account management posting; no AI or analytics duties mentioned. Relationship-driven sales work is only partly automatable.,1,59617100cd01,gpt-5.4,openai,exposure
0.96,0.08,"Leadership role in AI-driven drug design; strategic translational science work is complex, non-routine, and hard to automate.",1,fb781a8ee8fd,gpt-5.4,openai,exposure
0.08,0.12,"Process controls/system integration leadership role; posting mentions no AI/ML/data science, and core consulting-engineering tasks are nonroutine.",1,dd450153e875,gpt-5.4,openai,exposure
0.18,0.34,"Operates automated, data-driven water systems, but work centers on maintenance, troubleshooting, and physical upkeep, limiting direct AI use and automation.",1,07c1c59315bf,gpt-5.4,openai,exposure
0.03,0.72,"Accounts-payable auditing and coding are structured, repetitive tasks; posting mentions no AI, ML, or data-science work.",1,12b9a8df08f0,gpt-5.4,openai,exposure
0.01,0.08,"Home care RN posting emphasizes empathetic, client-centered nursing; no AI/data-science duties, and core care tasks are nonroutine.",1,08c331c9181f,gpt-5.4,openai,exposure
0.03,0.22,"Field pharmaceutical sales role; no AI/data-science duties. Relationship-building, education, and territory management are not mostly automatable.",1,94c11d894636,gpt-5.4,openai,exposure
0.03,0.18,"Analytical lab leadership using instrumentation and client consulting; little AI/data-science content, many nonroutine scientific judgment tasks.",1,caee943d1c64,gpt-5.4,openai,exposure
0.02,0.18,"Participating in focus groups/market studies; no AI work mentioned, and human opinions are central, limiting automation.",1,1a8aba891fc3,gpt-5.4,openai,exposure
0.08,0.46,"Role centers on outreach, coordination, communications, events, and basic data tracking; little explicit AI use, moderate routine administrative work.",1,0360ac4a3213,gpt-5.4,openai,exposure
0.02,0.28,"Field B2B sales and relationship-building dominate; no AI/data-science duties mentioned, and persuasion/customer interaction limits automation.",1,2c66a52002f9,gpt-5.4,openai,exposure
0.01,0.18,"Regional sales/finance leadership posting shows no AI/data-science duties; relationship-driven, nonroutine customer work limits automation.",1,4681589d815d,gpt-5.4,openai,exposure
0.18,0.62,"Focuses on data discovery, cleanup, ingestion, updates, and cataloging; data-centric but not explicitly AI/ML, with many routine tasks.",1,8c4585404e61,gpt-5.4,openai,exposure
0.06,0.22,"Process control engineering may use automation systems, but posting mentions no AI/data science; core work appears technical and non-routine.",1,95f4556f4c4e,gpt-5.4,openai,exposure
0.08,0.12,"Research engineering in chemistry/manufacturing; no explicit AI/data-science duties, and core work appears specialized, experimental, non-routine.",1,ac8824cf74d7,gpt-5.4,openai,exposure
0.03,0.18,"Clinical trial monitoring/training role; no AI or data-science duties mentioned, and work appears judgment-heavy, not routine.",1,f43604692110,gpt-5.4,openai,exposure
0.05,0.18,"Process/mechanical engineering design and consulting role; no AI/data-science duties mentioned, and work appears judgment-heavy, project-specific.",1,b8cb782b80f7,gpt-5.4,openai,exposure
0.03,0.18,"Maintenance leadership, troubleshooting, root-cause analysis, and cross-functional coaching; no explicit AI/data-science content, low routine automability.",1,2e9c88bf4335,gpt-5.4,openai,exposure
0.06,0.22,"Biomedical equipment diagnosis, repair, and maintenance are hands-on technical tasks; posting mentions no AI or data-science work.",1,5d5f48593856,gpt-5.4,openai,exposure
0.01,0.72,Hospital cleaning and infection-prevention duties; no AI/data tasks mentioned. Core work is repetitive but still needs physical presence.,1,158d8c0cc074,gpt-5.4,openai,exposure
0.02,0.06,"Clinical oncologist role; posting mentions patient care and location benefits, with no AI/data-science duties. Core physician tasks are nonroutine.",1,5201b652160f,gpt-5.4,openai,exposure
0.01,0.18,"Hands-on railcar inspection and repair in outdoor setting; no AI/data tasks mentioned, and physical skilled work limits automation.",1,aeaea8088d7e,gpt-5.4,openai,exposure
0.02,0.42,"Hands-on electronics assembly, testing, repair, and maintenance; no AI/data-science duties mentioned, but some routine technical tasks are partly automatable.",1,f79a46641e60,gpt-5.4,openai,exposure
0.01,0.86,Warehouse order selection/driving; no AI or data-science duties mentioned. Core picking/replenishment tasks are repetitive and highly automatable.,1,632924d1d097,gpt-5.4,openai,exposure
0.99,0.08,"Role explicitly develops AI/ML autonomy systems; principal engineering work is complex, creative, and not routine.",1,887d04208e0e,gpt-5.4,openai,exposure
0.03,0.12,"Thin-film manufacturing leadership role; no AI/data-science duties mentioned, and core work requires expert judgment and process oversight.",1,1573a9acd0b8,gpt-5.4,openai,exposure
0.03,0.18,"Hands-on fabrication, inspection, troubleshooting, and repair of processing equipment; little indication of AI/data-science use.",1,73fa3b6824e9,gpt-5.4,openai,exposure
0.03,0.58,"Routine laboratory operations with PHI handling; no explicit AI/data-science duties, but many repetitive support tasks are partly automatable.",1,5f5386bf7c55,gpt-5.4,openai,exposure
